,screen_name,state
8134,SevadalUKP,Uttarakhand
8135,swatinegi_nsui,Uttarakhand
8137,IamAshaINC,Uttarakhand
8138,rajeevjainuk21,Uttarakhand
8139,UKPMC,Uttarakhand
8140,dhamiiharish,Uttarakhand
8141,abhinavsinghinc,Uttarakhand
8142,sayyad_arshi,Uttarakhand
8143,Ravindra_iyc,Uttarakhand
8144,Gauravbhrtinsui,Uttarakhand
8145,drharaksrawat,Uttarakhand
8146,farswan_lalit,Uttarakhand
8147,shahbaz_1508,Chhattisgarh
8148,KapriBhuwan,Uttarakhand
8149,Sandeep35174479,Uttarakhand
8150,congresssandesh,Uttarakhand
8151,nsui_charly,Uttarakhand
8152,dimpalshelly3,Uttarakhand
8153,mohanbhandari90,Uttarakhand
8154,INC_Uttarakhand,Uttarakhand
8155,NSUIUTTRAKHAND,Uttarakhand
8156,vijaybishtbijju,Uttarakhand
8157,vandnaGupta15,Uttarakhand
8158,vidhinamdeo,Chhattisgarh
8159,IshwarC85687777,Uttarakhand
8160,OPChauhan14,Uttarakhand
8161,drsgulati,Uttarakhand
8162,iicparvez,Uttarakhand
8163,bilalcongress,Uttarakhand
8164,rajend3ra,Uttarakhand
8165,DhirendraP16,Uttarakhand
8166,FirozNsui,Uttarakhand
8167,AshishRanakoti3,Uttarakhand
8168,Rishu_mahar,Uttarakhand
8169,AMARJHANSUI,Chhattisgarh
8170,diptibhardwaj19,Uttarakhand
8171,iycashish,Uttarakhand
8172,jang_baaz,Uttarakhand
8173,bhuwanbaadshah,Uttarakhand
8174,ArunodayNegi,Uttarakhand
8175,RamkrishanSain4,Uttarakhand
8176,mgmanishgoswami,Uttarakhand
8177,TAIF9811,Uttarakhand
8178,NsuiFiroz,Uttarakhand
8179,NawazAdeed,Uttarakhand
8180,Adi13091990,Chhattisgarh
8181,UKCongress,Uttarakhand
8182,TilakRajBehar,Uttarakhand
8183,KapilRanaIYC,Uttarakhand
8184,doonSanjayjain,Uttarakhand
8185,KishoreKandari,Uttarakhand
8186,deeptib11281738,Uttarakhand
8187,rajeev_mehrishi,Uttarakhand
8188,Mukul_Mandal_ll,Uttarakhand
8189,DrRameshPandey5,Uttarakhand
8191,Vineetgurjar9,Chhattisgarh
8192,Advocateplsingh,Uttarakhand
8193,akkujoshi117,Uttarakhand
8194,rsearch_scholar,Uttarakhand
8195,SushilPeghowal,Uttarakhand
8197,pant_sushmita,Uttarakhand
8198,GaneshU78974276,Uttarakhand
8199,Vandnag65699553,Uttarakhand
8200,MKaoppr,Uttarakhand
8201,INCkumarRaj,Uttarakhand
8202,nikitasahuiyc,Chhattisgarh
8203,varees324,Uttarakhand
8204,Nsui2011Singh,Uttarakhand
8205,rajadi200,Uttarakhand
8206,usman9639497974,Uttarakhand
8207,DhakadNsui,Uttarakhand
8213,sourabh8oct84,Chhattisgarh
8236,halimkhannsui,Chhattisgarh
8247,Shamsheer_IYC,Chhattisgarh
8269,snehal_sanu,Chhattisgarh
8280,DharmendraDhu13,Chhattisgarh
8302,RahulKarCG,Chhattisgarh
8313,Ashad_Khan_IYC,Chhattisgarh
8324,VickyAh32336236,Chhattisgarh
8336,BhadraAmit1,Chhattisgarh
8347,kuldeep_juneja,Chhattisgarh
8358,Irfankhan_inc,Chhattisgarh
8369,BhagawatiT,Chhattisgarh
8380,jitendrainc007,Chhattisgarh
8391,NishaDeshlahre5,Chhattisgarh
8402,aamirmeman08,Chhattisgarh
8413,Bhupendr_CGYCSM,Chhattisgarh
8424,agrawalmickey0,Chhattisgarh
8435,VivekShriwas12,Chhattisgarh
8447,Dineshyadu_NSUI,Chhattisgarh
8458,MSDist_Congress,Chhattisgarh
8469,INCMahasamundSM,Chhattisgarh
8480,virushukla00,Chhattisgarh
8491,dharmendrasakti,Chhattisgarh
8502,dwivedi199,Chhattisgarh
8513,DhruwLakshmi,Chhattisgarh
8524,NEENAYUSUF,Chhattisgarh
8535,mayankg22,Chhattisgarh
8546,ashish78100,Chhattisgarh
8558,NazrulIslamIYC,Chhattisgarh
8569,INC_CG,Chhattisgarh
8580,ProfCongCG,Chhattisgarh
8591,NaveenT11223344,Chhattisgarh
8606,INCWestBengal,West Bengal
8608,adhirrcinc,West Bengal
8609,Gayatri_INC,West Bengal
8610,IYCWestBengal,West Bengal
8611,adi1191,West Bengal
8612,Shantnu_Ganguly,West Bengal
8613,palari6,Chhattisgarh
8614,SomenMitraINC,West Bengal
8615,SevadalWB,West Bengal
8616,Shoma_Ranisree,West Bengal
8617,ArijitmINC,West Bengal
8618,withcongresswb,West Bengal
8619,WestBengalPMC,West Bengal
8620,MdKhan7861,West Bengal
8622,mitachakraborti,West Bengal
8623,AIPCWestBengal,West Bengal
8624,KAMRUL_HASAN_CG,Chhattisgarh
8625,NimmyAli,West Bengal
8626,SanjeevINC,West Bengal
8627,AnsaruAsif,West Bengal
8628,RamenPandey,West Bengal
8629,Sukhendusekhar,West Bengal
8630,ManikBhowmikINC,West Bengal
8631,surheeta,West Bengal
8632,AmitabhaINC,West Bengal
8633,thankyoubobby,West Bengal
8634,KaliMoumita,West Bengal
8635,rajyadavinc,Chhattisgarh
8636,DonaMitra3,West Bengal
8637,m_ishaque3,West Bengal
8638,CShiladitya,West Bengal
8639,DistrictHq,West Bengal
8640,shaktisingh1106,West Bengal
8641,sarikas61320723,West Bengal
8642,MdShahi09675407,West Bengal
8643,lawlona,West Bengal
8644,subhankar_cong,West Bengal
8645,rajlaxmiknj1,West Bengal
8646,SHUBHAMPCC,Chhattisgarh
8647,GonArghya,West Bengal
8648,VasimAnsaricong,West Bengal
8649,SomdeepGhosh,West Bengal
8650,ArindamWbpyc,West Bengal
8651,ProfCongBarasat,West Bengal
8652,Jayanta74161238,West Bengal
8653,gargiMu48960835,West Bengal
8655,SagarikaBanik3,West Bengal
8656,INC_Westbengal,West Bengal
8657,Rakeshvai007,Chhattisgarh
8658,RajniSi37745951,West Bengal
8659,VINAYKMISHRA,West Bengal
8660,SuvraMondal2,West Bengal
8661,basu_purab,West Bengal
8662,GhattakSujoy,West Bengal
8663,PratapS1010,West Bengal
8664,Prashant_IYC,West Bengal
8665,9e39b708ccfa4b0,West Bengal
8666,SubhamB731,West Bengal
8667,gourangam07,West Bengal
8669,RahulHanspal3,Chhattisgarh
8670,ManojCh12201592,West Bengal
8671,SumanYa69075039,West Bengal
8672,kaustavd64,West Bengal
8673,nitinpandeyinc,West Bengal
8674,IslamKhan100,West Bengal
8675,ShahidQ92143401,West Bengal
8676,YadavSumany,West Bengal
8677,MANAS_INCWB,West Bengal
8678,mrinmoysingh,West Bengal
8679,PreetomKarmakar,To Be Added
8680,DevwratChoubey,Chhattisgarh
8681,NitinPa86039236,West Bengal
8682,IycSatyam,West Bengal
8683,mishra_runu,West Bengal
8684,sumanjana16,West Bengal
8685,BonerjiArnab,West Bengal
8686,IYC_IND,West Bengal
8687,Aritradey007,West Bengal
8688,JIARULHAQUE2,West Bengal
8689,NitinPa87893088,West Bengal
8690,SanjoyGhoshCob,West Bengal
8691,sujeetdutta7,Chhattisgarh
8692,CongressKolkata,West Bengal
8693,Francis27186958,West Bengal
8694,NiteshM61266651,West Bengal
8695,Indraji10382751,West Bengal
8696,Indraji89217281,West Bengal
8697,centralhowrahyc,West Bengal
8698,DeepAdhikary16,West Bengal
8699,Randhir29805555,West Bengal
8700,PampaBi35335294,West Bengal
8701,KaustavSaheb,West Bengal
8702,harishS07301895,To Be Added
8703,ShibleeYouthCon,West Bengal
8706,Tanweer90434960,Chhattisgarh
8707,RamSimgansui,Chhattisgarh
8708,NishaDeshlahre2,Chhattisgarh
8709,Yjcc_korba,Chhattisgarh
8710,rekhchand_jain,Chhattisgarh
8711,Mahendra_INC_,Chhattisgarh
8713,faisal_navi,Chhattisgarh
8714,DebrajBhowmic16,Chhattisgarh
8715,RahulYadavNsui0,Chhattisgarh
8716,tussharsahu,Chhattisgarh
8717,GopiVaishnav,Chhattisgarh
8718,Aslamkhan2713,Chhattisgarh
8719,JakeshRajwade,Chhattisgarh
8720,AamirNsui,Chhattisgarh
8721,Dev772287,Chhattisgarh
8722,sevadalMSD,Chhattisgarh
8725,Amitpratap72,Chhattisgarh
8726,INCmanis,Chhattisgarh
8727,Abhijit19999,Chhattisgarh
8728,komalnsui,Chhattisgarh
8729,sekhar75677796,Chhattisgarh
8730,AjaySahuNSUI,Chhattisgarh
8731,FaizKherani1,Chhattisgarh
8732,SonuJasmeet,Chhattisgarh
8733,bhatapara1,Chhattisgarh
8734,Ayc17Gupta,Chhattisgarh
8736,NSUINIKHIL24,Chhattisgarh
8737,GulzebAhmedINC,Chhattisgarh
8738,UMESH__INC,Chhattisgarh
8740,Nandkumar_patel,Chhattisgarh
8741,ChauhathaVikram,Chhattisgarh
8742,RajeevNarang4,Chhattisgarh
8743,SomnarayanS,Chhattisgarh
8745,Abhishe11071791,Chhattisgarh
8747,SevadalDBSP,Chhattisgarh
8748,SHAHBAZRAJWANI1,Chhattisgarh
8749,CSShukla_INC,Chhattisgarh
8750,AarifQuraishi6,Chhattisgarh
8751,Mungeli_cgNsui,Chhattisgarh
8752,manish29518738,Chhattisgarh
8753,GyaneshSharmaCG,Chhattisgarh
8754,ganeshp67020965,Chhattisgarh
8755,NiyazAh74475389,Chhattisgarh
8756,IncAssembly,Chhattisgarh
8758,INC_Neelam_CG,Chhattisgarh
8759,nsui_manoj,Chhattisgarh
8760,Surendr85062609,Chhattisgarh
8761,ramdayal_uike,Chhattisgarh
8762,vk_office,Chhattisgarh
8763,swapnilcongress,Chhattisgarh
8764,Pari47790321,Chhattisgarh
8765,RajveerHura,Chhattisgarh
8766,RakeshSahuNSUI,Chhattisgarh
8767,Devpandro1,Chhattisgarh
8769,smithtayal444,Chhattisgarh
8770,sahunetu1,Chhattisgarh
8771,FaraajAhmed1,Chhattisgarh
8772,VinayDe70004247,Chhattisgarh
8773,Mosimk38,Chhattisgarh
8774,harleendutta,To Be Added
8775,YashSah37537057,Chhattisgarh
8776,AshishS02174263,Chhattisgarh
8777,ayushi015,Chhattisgarh
8778,VinodGhritlahr6,Chhattisgarh
8780,SagarKu22,Chhattisgarh
8781,VChauhatha,Chhattisgarh
8782,AbhiSin76060061,Chhattisgarh
8783,ATULCHANDSAHU1,Chhattisgarh
8784,AakashNirvan5,Chhattisgarh
8785,JanjgirNsui,Chhattisgarh
8786,AnoopNag6,Chhattisgarh
8787,hafizmemonkallu,Chhattisgarh
8788,MohitTawade2,Chhattisgarh
8789,Sakibmemon8,Chhattisgarh
8791,Rpsinghcg,Chhattisgarh
8792,UdaySon52202465,Chhattisgarh
8793,shashanksao,Chhattisgarh
8794,pintubhai0072,Chhattisgarh
8795,akshay_rathia,Chhattisgarh
8796,AtulTri56711244,Chhattisgarh
8797,rahoolrao22,Chhattisgarh
8798,SurajVe27893347,Chhattisgarh
8799,f96dbd8730c747a,Chhattisgarh
8800,ramkhilavanverm,Chhattisgarh
8802,azharRyc,Chhattisgarh
8803,DEBADYUTIMUKHER,Chhattisgarh
8804,SurykantDeshmu6,Chhattisgarh
8805,Vikashsahu105,To Be Added
8806,DikeshNsui,Chhattisgarh
8807,AfzalMe06735728,Chhattisgarh
8808,DevendraRajaT20,Chhattisgarh
8809,NishantSoniinc,Chhattisgarh
8824,INCDadraAndNH,Dadra and Nagar Haveli
8825,MohanDelkar,Dadra and Nagar Haveli
8826,DadraAndNHPMC,Dadra and Nagar Haveli
8841,INCDamanAndDiu,Daman and Diu
8842,KPatelINC,Daman and Diu
8843,NSUIDamanDiu,Daman and Diu
8844,DamanAndDiuPMC,Daman and Diu
8847,BahauddinDaman,Daman and Diu
8848,ddpccminority,Daman and Diu
8849,kdiviesh0022,Daman and Diu
8850,INC_DamanandDiu,Daman and Diu
8851,khurshid150773,Daman and Diu
8852,ManishLakham,Daman and Diu
8853,atik_lakhani,Daman and Diu
8854,PathanSalman56,Daman and Diu
8855,daman_obc,Daman and Diu
8856,patelparth0010,Daman and Diu
8858,ManiSh07BaraiYa,Daman and Diu
9237,HasibaAmin,Goa
9956,ahmedpatel,Delhi
9958,ajaymaken,Delhi
9959,RahulGandhi,Delhi
9960,INCIndia,Delhi
9961,boxervijender,To Be Added
9962,KapilSibal,Delhi
9963,priyankagandhi,Delhi
9964,rssurjewala,To Be Added
9965,IYC,Delhi
9966,AcharyaPramodk,Delhi
9967,ShayarImran,Delhi
9969,ManishTewari,Delhi
9970,MPArunYadav,Delhi
9971,CitiznMukherjee,Delhi
9972,MPNaveenJindal,To Be Added
9973,ShuklaRajiv,Delhi
9974,nsui,Delhi
9975,RajaBrar_INC,Delhi
9976,DineshRedBull,Delhi
9977,DrAMSinghvi,Delhi
9978,Dr_Uditraj,Delhi
9980,shaktisinhgohil,Delhi
9981,NayakRagini,Delhi
9982,Pawankhera,To Be Added
9983,SinghRPN,Delhi
9984,KirtiAzaad,Bihar
9985,INCDelhi,Delhi
9986,Radhika_Khera,Delhi
9987,Sharmistha_GK,Delhi
9989,ravinderburari,To Be Added
9991,salman7khurshid,Delhi
9992,keshavyadaviyc,Delhi
9993,JaiveerShergill,Delhi
9994,drajoykumar,Delhi
9995,UttamTPCC,Delhi
9996,RuchiraC,Delhi
9997,AmritaDhawan1,Delhi
9999,avinashpandeinc,Delhi
10000,jarariya91,Delhi
10002,SachinSChahal,Delhi
10004,kumari_selja,Delhi
10005,devendrayadvinc,Delhi
10006,pramodtiwari700,Delhi
10007,AishwaryVerma9,To Be Added
10008,DelhiPYC,Delhi
10009,NitinRaut_INC,Delhi
10010,Allavaru,Delhi
10011,DrCharandas,Delhi
10013,guptar,Delhi
10014,Kundra_Vishal,Delhi
10015,rranjaninc,Delhi
10016,nadeeminc,Delhi
10017,RavneetBittu,Delhi
10018,CongressSevadal,Delhi
10019,VeenaDeswal,Delhi
10020,ArvinderLovely,Delhi
10021,Dimplesep91,Delhi
10022,rajazzmantra,Delhi
10024,VicharVibhag,Tamil Nadu
10025,incvoters,Delhi
10026,indraniiyc,Delhi
10028,ArchanaDalmia,Delhi
10030,iammqh,Delhi
10031,Nattashasharrma,Delhi
10032,INCMinority,Delhi
10033,Tarunkcongress,Delhi
10035,MukeshSharmaMLA,Delhi
10036,NSUIDelhi,Delhi
10037,Khurram1inc,Delhi
10038,rahulpandeyINC,Delhi
10039,YasminKidwai,Delhi
10040,shakilpatel86,To Be Added
10041,INCSCDept,Delhi
10042,nareshrajput311,Delhi
10043,anilkshastri,Delhi
10044,AmanatUllah23,Delhi
10045,NabamtukiAP,Arunachal Pradesh
10046,szarita,To Be Added
10047,SubodhKantSahai,Delhi
10048,mahabalmishra,Delhi
10050,duttabhishek,Delhi
10051,SanjeevSinghINC,Delhi
10052,manjumassey,Delhi
10053,itariqanwar,Delhi
10054,pandey_amrish,Delhi
10055,VineetPunia,Delhi
10058,INCArunachal,Arunachal Pradesh
10059,VikramadityaINC,Himachal Pradesh
10060,RajeshLilothia,To Be Added
10061,JitendraBaghel_,To Be Added
10062,Luv_Datta,Delhi
10063,Ch_AnilKumarINC,Delhi
10064,moilyv,To Be Added
10065,dnetta,To Be Added
10066,DelhiPMC,Delhi
10067,DrHarsh_AICC,To Be Added
10068,Rachna61911064,Delhi
10069,KimHaokipINC,Arunachal Pradesh
10070,kuljeet1969,Delhi
10071,bora_debashree,Delhi
10072,ShashiK_Sharma,Delhi
10073,nksahu55,Delhi
10074,iycpradeep,To Be Added
10075,IncNaushad,Delhi
10076,ashokbasoya,To Be Added
10077,lawyerkhanmd,To Be Added
10078,neetuvermasoin,Delhi
10079,inc_jpagarwal,Delhi
10080,ninong_erring,Arunachal Pradesh
10081,RanajitSpeaks,Delhi
10082,LaljiDesaiG,Delhi
10083,ArjunINC,Delhi
10084,dr_chayanika,Delhi
10085,princerajpaswan,Delhi
10086,AviMahayas_INC,Delhi
10087,VishalcINC,Delhi
10088,SurjeetBharmour,Delhi
10089,ashishdua_INC,Delhi
10090,IncBasavakalyan,Delhi
10091,ArunachalPMC,Arunachal Pradesh
10092,AvtarBhadanaMP,Delhi
10093,naresh_iyc,To Be Added
10094,theamitchy,Delhi
10095,AzadGhulamNabi,Delhi
10096,Meem_Afzal,Delhi
10098,AnandhJose,Delhi
10100,KCVenugopal_INC,Delhi
10101,amanpanwar,Delhi
10102,CMNabamTuki,Arunachal Pradesh
10103,vijay_gup,Delhi
10104,mdshamshads57,Delhi
10105,dsmalik_inc,Delhi
10106,dashingassu,To Be Added
10107,manthanpathak,To Be Added
10108,Puja_Bahri,Delhi
10109,AmitMalik_INC,Delhi
10110,bilalkhan954,Delhi
10111,ShanuAhmed_INC,Delhi
10112,AbKadir01,Delhi
10113,IYCArunachal,Arunachal Pradesh
10114,Prashant281280,Delhi
10115,c_marindia,Delhi
10116,haroonyusuf22,Delhi
10117,daiyan222,Assam
10118,parultyagi22,Delhi
10119,RohitChINC,Delhi
10120,Uday_Bhanu9,Delhi
10121,GandhiErashKhan,Delhi
10122,akshaylakra17,Delhi
10123,BrijMohanBhama,Delhi
10124,sanjoy_takam,Arunachal Pradesh
10125,WaseemAhmedINC,Delhi
10126,ZubairKhan_INC,Delhi
10127,anshuINC,Delhi
10128,SujitKumar_Inc,Delhi
10129,gandhiincindia,Delhi
10130,harshsapkal,Delhi
10131,ManiNaiduINC,Delhi
10132,JP_Pwar,To Be Added
10133,EashwarINC,Delhi
10134,vijayvrat,Delhi
10135,YangbiuMeming,Arunachal Pradesh
10136,harnamsingh5968,Delhi
10137,officeofJP,Delhi
10138,amjadhassan,Delhi
10139,YourCongressMLA,Delhi
10140,BirJiWard157,Delhi
10142,kapilsharma_INC,Delhi
10143,chhikaravikas9,Delhi
10144,mohdimraniyc,Delhi
10145,AnkitDedha09,Delhi
10147,varunchoudhary2,Delhi
10148,bhagatbidhuri,Delhi
10149,Naveen1177,Delhi
10150,ishratjj,Delhi
10151,SunilDutt_inc,Delhi
10152,ajit_basist,Delhi
10153,RamitSehrawat,Delhi
10155,amit1pathania,Delhi
10156,BPSinghINC_,Delhi
10157,ParioTakam,Arunachal Pradesh
10158,ashoksharma08,Delhi
10159,sansharma81,Delhi
10160,SurinderSetia,Delhi
10161,KamalHaider1991,Delhi
10162,yadavdvendraicc,Delhi
10163,SinghDashrath,Delhi
10165,DrNath007,Delhi
10167,AIPCEastZone,Delhi
10169,padiricho4ziro,Arunachal Pradesh
10170,anuragshankers,Delhi
10171,inc_gdm,Delhi
10172,Asehrawat,Delhi
10173,Nagesh_nsui6,Delhi
10174,Neerajmishra,Delhi
10175,rajkumarsarsar,Delhi
10176,shieladixitCM,Delhi
10177,ShahnazYHaque,Delhi
10180,bosiram,Arunachal Pradesh
10181,hsgmla,Delhi
10182,ChauhanINC,Delhi
10183,SurajSDubeyINC,Delhi
10184,anandsharmamp,Delhi
10185,MoondRajendra,Delhi
10186,GhanendraB,Delhi
10187,Sumit_DPYC,Delhi
10188,varun_dhaka,Delhi
10189,Dalvi_INC,Delhi
10190,gagansengar1,Delhi
10191,TokoYaram,Arunachal Pradesh
10192,ca_uves,To Be Added
10193,harvindsingh11,Delhi
10195,iamJagjeevan,Delhi
10196,withcongdelhi,Delhi
10197,GaurNsui,Delhi
10198,officeofankush,Delhi
10199,MahendraVJoshi,Delhi
10200,DPCCUpdates,Delhi
10201,TheAdvIqbal,Delhi
10203,advocatejhkhan,Delhi
10204,shandon17,Delhi
10205,achchhankhan_97,Delhi
10206,smkumar27,Delhi
10207,yogesh00007,Delhi
10208,waqarkhurshid17,Delhi
10209,AIPCNewDelhi,Delhi
10210,bpoiltraders,Delhi
10211,Bineshposwal,Delhi
10212,ajaysahspeaks,Delhi
10214,harvinder_meenu,Delhi
10215,SanjivKumarSin7,Delhi
10216,sulaimanmkhan,Delhi
10217,pradeepdpyc,Delhi
10218,rajatjasuja,Delhi
10219,Kunalsehrawat8,Delhi
10220,sunnywakker,To Be Added
10221,RahulNirmal19,Delhi
10222,basoya_neeraj,Delhi
10223,AIPCDelhiEast,Delhi
10225,HarshBisaria,Delhi
10226,theamitchadha,Delhi
10227,DrNareshkr,Delhi
10228,keshavYadaviyc2,Delhi
10229,arunCho25798728,Delhi
10230,ajayguptakvina,Delhi
10231,prakashaicc1,Delhi
10233,RomeshSabharwal,Delhi
10234,Suresh121Kumar,Delhi
10237,IamVHR,To Be Added
10238,AvinashYadavINC,Delhi
10239,Singharbind,Delhi
10240,faizan_inc,Delhi
10241,bhardwaj_dpyc,Delhi
10242,vashistv,Delhi
10244,haiderabbasiyc,Delhi
10245,TanvirIqbal4,Delhi
10247,rajabhaiyaa,Delhi
10248,vaishali_6,Delhi
10249,RajeshDPYC,Delhi
10250,MrinendraSingh,Delhi
10251,duhanvikram,Delhi
10252,RIZWAN_CONGRESS,Delhi
10253,Manojdutta82,Delhi
10254,madan_khorwal,Delhi
10255,prakashaicc,Delhi
10258,WADHWANARINDER,Delhi
10259,sureshmalik2030,Delhi
10260,ShahnawazINC,Delhi
10261,renukacongress,Delhi
10262,rajeshgarginc,Delhi
10263,tej9871530540,Delhi
10264,ChSatbirSingh,Delhi
10266,yajnapati,Delhi
10267,CongressWorker,Delhi
10269,NeerajChopraji,Delhi
10270,islamuddinji,Delhi
10271,yateshkaushik,Delhi
10272,Rinkugupta_Inc,Delhi
10273,IYC_India,Delhi
10274,ShobhnaMittal,Delhi
10275,OBidhuri,Delhi
10276,Sahil_congress,Delhi
10278,BasistAjit,Delhi
10281,arvindpcc20,Delhi
10282,srivastavINC,Delhi
10283,TarunjitSBanny,Delhi
10284,navjotsinghnsui,Delhi
10285,NewDelhiINC,Delhi
10286,RamSinghNetaji,Delhi
10287,singh_shreepal,Delhi
10288,ShehnazAnsari13,Delhi
10289,Umeshtanwar17,Delhi
10290,Bitthal_Sharma,Delhi
10292,HappyMukhiya,Delhi
10293,KeshavYadavINC,Delhi
10294,AaleyMohammad,Delhi
10295,RP_Singh_IND,Delhi
10296,nisarraina16,Delhi
10297,duttaamit252,Delhi
10298,Meenakshi_INC,Delhi
10300,AssemblySadar,Delhi
10301,deepanshu2sagar,Delhi
10303,khateebIYC,Delhi
10304,mdsultanbabas,Delhi
10305,AshwaniINC,Delhi
10306,JagdishNath1988,Delhi
10307,NavjeetSDhanda,Delhi
10308,123abhipandey12,Delhi
10309,smharoon4,Delhi
10310,chattarsingh6,Delhi
10311,TheRBhatia,Delhi
10312,MukeshraiINC,Delhi
10314,aakash_du,Delhi
10315,AnurudhLal,Delhi
10316,naagar92,Delhi
10317,imrandpyc,Delhi
10318,AshutoshKake,Delhi
10319,AKSHAYKUMARNSUI,Delhi
10320,naqueeb_ekta,Delhi
10321,AdityaGoswami_,Delhi
10322,ShyorajJValmiki,Delhi
10323,JubairKhanINC,Delhi
10325,Deepush99901615,Delhi
10326,Sushmayadav668,Delhi
10327,Shubam_INC,Delhi
10328,PatelNagarINC,Delhi
10329,satendr21063127,Delhi
10330,VarunKhari1,Delhi
10331,UzzamanAnsari,Delhi
10332,Amitamitsiingh,Delhi
10333,maklodhiji,To Be Added
10334,spsinghpawar,Delhi
10336,incAkhlaque,Delhi
10337,AnitaYadavNSui,Delhi
10338,VijenderINC,Delhi
10339,SARFARAZNAWAZI,Delhi
10340,KhairulZaman1,Delhi
10341,gurjerdsp,Delhi
10343,Usharan67727035,Delhi
10345,madhu_yaskhi,Delhi
10348,ARIFKHANAK16,Delhi
10349,asifjah2000,Delhi
10350,HanzalaINC,To Be Added
10351,BainslaVishal,Delhi
10352,RKPuramINC,Delhi
10353,devenderNSUI,Delhi
10354,_HarshCh,Delhi
10355,UpendraAon,Delhi
10356,NSUI_Live,Delhi
10358,SikanderIYC,Delhi
10359,UmairAh36050800,Delhi
10360,Sneha_SaraShaji,Delhi
10361,MRSinghalINC,Delhi
10362,imrizz1,Delhi
10363,VinethP,Delhi
10364,GKAssemblyINC,Delhi
10365,nitin_tyagiIYC,Delhi
10366,MukeshGhotad,Delhi
10367,VCNSUI,Delhi
10369,SeemaKaushik_,Delhi
10370,SahrawatLucky,Delhi
10371,sarin_64,Delhi
10372,meenaminakshi03,Delhi
10373,itsmemohdadil,Delhi
10374,KvsmmpOfficial,Delhi
10375,KanwarKaranSing,Delhi
10376,mohdusmaninc,Delhi
10377,Vikasyadavjnu,Delhi
10378,sujeets285,Delhi
10380,narinder_tokas,Delhi
10381,Vijay121314,Delhi
10382,RGforINDIA,Delhi
10383,sharvan_th,Delhi
10384,SangeetaNSUI,Delhi
10386,Rohit61245728,Delhi
10387,omchahar05,Delhi
10388,dulom_reri,Delhi
10389,Gautam35357846,Delhi
10392,Gautam86Mishra,Delhi
10395,JoinCong_INC,Delhi
10396,amreekgill81,Delhi
10397,AhjazShah,Delhi
10398,Sudesh_INC,Delhi
10399,OfficeOfR,Delhi
10400,yaqeen_ainul,Delhi
10401,NaseebS00913327,Delhi
10403,Rahulkumar15187,Delhi
10404,MohdCha34569966,Delhi
10405,narender_kr8,Delhi
10406,mohammadrafiat1,Delhi
10407,SAGARBABBAR,Delhi
10408,HimaniSanwal2,Delhi
10410,VishuNsui,Delhi
10411,SyedAmilHasan,Delhi
10412,AjayVinayak,Delhi
10414,IYCMadipurasse1,Delhi
10415,in_iyc,Delhi
10416,RaiswalRajesh,Delhi
10418,gupta_nikrcks,Delhi
10419,meenasharmaS14,Delhi
10420,KunalBairwaIyc,Delhi
10421,Rohitshokeen8,Delhi
10422,SalmanMalikINC,Delhi
10423,adityaincdelhi,Delhi
10425,PalamINC,Delhi
10426,JaikaranKarhana,Delhi
10427,rajesh12595,Delhi
10428,MohdRgcs,Delhi
10429,Paharganjcong,Delhi
10430,nikhilyadavnsui,Delhi
10431,manojpathania,Delhi
10432,AmitcongressINC,Delhi
10433,arjunnaagar88,Delhi
10434,MotiNagarINC,Delhi
10436,MohanNaaidu,Delhi
10437,YogeshDigwal,Delhi
10438,tanveerahmadtaj,Delhi
10439,chandelapravin,Delhi
10440,Rahul_Mishra07,Delhi
10441,Pramodd54029511,Delhi
10442,Deepanshyadav17,Delhi
10443,Bikernadeem,Delhi
10444,haroonyusufFANS,Delhi
10445,NjcpRahul,Delhi
10447,rahul_sode,Delhi
10448,MangatRamINC,Delhi
10449,AvanaMohit,Delhi
10450,RenuRastogi7,Delhi
10451,Bijwasan_INC,Delhi
10452,anil_mittar,Delhi
10453,Abhishek3IYC,Delhi
10454,arjunsingh3704,Delhi
10455,anuj122sharma,Delhi
10456,manojsethi12,Delhi
10458,NrgbCongress,To Be Added
10459,rajiv_kaushik71,Delhi
10460,PayalKa66277456,Delhi
10461,AkashJashaksh,Delhi
10462,JPGautam18,Delhi
10463,sharad_naagar,Delhi
10464,MohdSae03826267,Delhi
10465,IndiaNsui,Delhi
10466,AshishV67987161,Delhi
10467,mkgautam2011,Delhi
10469,girirajgiri5,Delhi
10470,withchunnusingh,Delhi
10471,MohamadNausad,Delhi
10472,JavedAb68287108,To Be Added
10473,vijaykumar5468,Delhi
10474,RahulBharti0011,Delhi
10475,NAFISAH46515756,Delhi
10476,VjLaxmiINC,Delhi
10477,INC_Shalini,Delhi
10478,kirbe_reri,Delhi
10480,advdakshvats,Delhi
10481,INCCampaign,Delhi
10482,soniaviharcongr,Delhi
10483,AmrltaDhawan1,Delhi
10484,SameermirzaI,Delhi
10485,nischaythakurji,To Be Added
10486,kapilagg13,Delhi
10487,AmbedkarNagrINC,Delhi
10488,INC_AnandSharma,Delhi
10489,Vijaypal001,Delhi
10491,GopalSachdeva1,Delhi
10492,Santosh09645216,Delhi
10494,B_Bharti_,Delhi
10495,Shashik28256183,Delhi
10496,ReenaSubramania,Delhi
10497,hopes2013,Delhi
10498,SanjayThakur028,Delhi
10499,LaxmiNagarinc,Delhi
10500,waseema70944467,Delhi
10503,GangiaBairwa,Delhi
10504,Sahil75057424,Delhi
