,screen_name,state
9205,AnoopKaippalli,Delhi
9207,siddharthanbjp,Delhi
9208,bjpsamvaddelhi,Delhi
9209,SanjayDhotreMP,Delhi
9210,iGyanendraGiri,Delhi
9211,Rahul_saffron,Delhi
9212,drmmjoshibjp,Delhi
9214,Geethak_MP,Delhi
9215,sarachaudhary41,Delhi
9216,impreetsbakshi,Delhi
9217,SaurabhBhrdwaj7,Delhi
9218,bjpkm4kisan,Delhi
9220,drsakshimaharaj,Delhi
9221,fskulaste,Delhi
9222,shilp_kumar,Delhi
9223,mp_office,Delhi
9225,TheRenouncer,Delhi
9226,rpsinghkhalsa,Delhi
9227,NupurSOffice,Delhi
9228,DeoKalikesh,Delhi
9229,ashishsood_bjp,Delhi
9230,gupta_rekha,Delhi
9231,VipinKumarGoyal,Delhi
9232,NeeraShastri,Delhi
9233,Prakash12Joshi,Delhi
9236,rajengohainbjp,Delhi
9238,sharadskn,Delhi
9239,Rajan_Tewari,Delhi
9240,AjayMahawarBJP,Delhi
9241,MSinghBJP,Delhi
9242,NehaShalini2,Delhi
9243,Mamtatripathi03,Delhi
9244,AshokGoelBJP,Delhi
9245,VijayJollyBJP,Delhi
9247,rajballan,Delhi
9248,SagarMishraBJP,Delhi
9249,Abhiemanyu,Delhi
9250,guptaravinder71,Delhi
9251,ravi_pndey,Delhi
9252,npanchariyabjp,Delhi
9253,patelamit1069,Delhi
9254,RajeshSharmaBJP,To Be Added
9255,SunilSinghBJP,Delhi
9256,rajeshbhatiabjp,Delhi
9259,jviplav,Delhi
9260,OfficeOf_MM,Delhi
9261,monikakalher,Delhi
9262,AnilSharma4BJP,Delhi
9263,Sumitrabjp,Delhi
9264,TilakRajBjp,Delhi
9265,SandeepDedhaBJP,Delhi
9266,ushashukla2,Delhi
9267,PreetyAg_Office,Delhi
9269,ParasKGhelani,Delhi
9270,rani_ruhal,To Be Added
9271,vishnugarden,Delhi
9272,rammadhav_in,Delhi
9273,RajuBistaBJP,Delhi
9274,kjsehrawat,Delhi
9275,KapilParmar,Delhi
9276,PankajChBJP,Delhi
9277,shivkumarudasi,To Be Added
9278,DigvijayBJYM,To Be Added
9279,VishnuRajuBJP,Andhra Pradesh
9281,pal_jagdambika,To Be Added
9282,Rahulbjp231,Delhi
9283,ArvindChaturved,Delhi
9284,sumeetbhasin,Delhi
9285,KuldeepOffice,Delhi
9286,iRaviTiwari,Delhi
9287,ErArunJain,Delhi
9288,IShivamChhabra,Delhi
9289,rssonweb,Delhi
9290,vijaypalbjp,Delhi
9292,AditiAnarayanan,Delhi
9293,bjymvolunteers,Delhi
9294,AlokKumarLIVE,Delhi
9295,shreerangkul,To Be Added
9296,barkhasingh45,Delhi
9297,RajivBabbarbjp,Delhi
9298,ArtiBJP,Delhi
9300,PiyushGoyal,Maharashtra
9303,sujitkumar4bjp,To Be Added
9304,naveenjindalbjp,Delhi
9306,lindanewmai,Delhi
9308,DrRahulgoswami,Delhi
9309,iAkshitDahiya,Delhi
9311,ManmohanThakurr,Delhi
9312,amberswami,Delhi
9314,yadavikass,Delhi
9315,krishangodara68,Delhi
9316,prernabhardwaj_,Delhi
9317,praveenskapoor,Delhi
9318,skillbharat,Delhi
9319,SharikINC,Delhi
9320,iDKSingh,To Be Added
9321,BandaruDattatry,Himachal Pradesh
9322,PratimaBhoumik,Delhi
9323,poojakapil4,To Be Added
9325,PankajTiwarri,Delhi
9326,OPSharmaBJP,Delhi
9327,Zarakhan_delhi,Delhi
9328,PriyankaChhawri,Delhi
9329,VijooKrishnan,Delhi
9330,kulwantrana0007,Delhi
9331,PritamSharmaBJP,Delhi
9332,dhruvwadhwa,Delhi
9333,Modifiedanand,To Be Added
9334,DusuEc,Delhi
9336,YudhiVikShetty,Delhi
9337,satishdubeyy,Delhi
9338,dushyanttgautam,Delhi
9339,RamaDeviBJP,Delhi
9340,mishradrrakesh,Delhi
9341,SudeshBJP,Delhi
9343,Abhisek60573603,Delhi
9344,imAditiofficial,To Be Added
9345,adishanks,Delhi
9347,VelentinaBrahma,Delhi
9348,AzadSinghBjp,Delhi
9349,Dlsandeepthakur,Delhi
9351,Rampratap_91,Delhi
9352,anujkagarwal,Delhi
9353,imohitnagar,Delhi
9355,bharatsingh107,Delhi
9356,FerozAbbasi_,To Be Added
9358,umeshdeshmukh27,Delhi
9359,ashutoshaisa,Delhi
9360,NarenderChawla1,Delhi
9361,iAjayThakur,Delhi
9362,aarsheyalalit,Delhi
9363,_Janhwi,Delhi
9364,RadhikaJha5,Delhi
9365,gauravkharibjp,Delhi
9366,NikhilGuptaNK,Delhi
9367,drashishsarkar,Delhi
9369,sumityadavvbjp,Delhi
9370,AnnapurnaBJP,Delhi
9371,MahendraP_BJP,Delhi
9372,soniyasinhaBJP,Delhi
9373,hdmalhotra,Delhi
9374,AlokKNMishraTOI,Delhi
9375,anand_ksri,Delhi
9376,atulmukhi,Delhi
9377,BharatKhatana_,Delhi
9378,DalipRathore12,Delhi
9380,neeldamankhatri,Delhi
9381,hbtilavakush,Delhi
9382,shikharaibjp,Delhi
9383,NikhilSinghBJP,Delhi
9384,akc4karnal,Delhi
9385,shyamalaskundar,Delhi
9386,BJPRavitiwari,To Be Added
9387,bajpai_anil,Delhi
9388,Gracious_Gouri,Delhi
9389,rajeevicha,Delhi
9390,saadhyudu2011,Andhra Pradesh
9392,KBhardwajBJP,Delhi
9393,ManinderGahlaut,Delhi
9394,Dineshbaghelbjp,Delhi
9395,RamNiwasAbvp,Delhi
9396,drnajmaheptulla,Delhi
9397,Kalpanadevijain,Delhi
9398,PankajJain_BJP,Delhi
9399,BJOMDelhi,Delhi
9400,Dineshsinghbjp,Delhi
9401,YogeshAttray,Delhi
9403,isurajthakurbjp,Delhi
9404,ptvishalbjp,Delhi
9406,arbindjha,Delhi
9407,nakul_bjp,Delhi
9408,Kamlashankerv,Delhi
9409,SourabhFrn,Delhi
9410,Dhruvdube,Delhi
9411,imrajnish23,Delhi
9412,iJKhurana,Delhi
9414,Bipin_Bi_Singh,Delhi
9415,rkalia80,To Be Added
9416,narendrataneja,Delhi
9419,chaudhrykamal,Delhi
9420,Vinayvichaar,Delhi
9421,hansrajbjp,Delhi
9422,ipdagar,Delhi
9423,AnoopPawar11,Delhi
9425,stutisardana,Delhi
9426,RajeevS27545206,Delhi
9427,DrNikunjMakwana,Delhi
9428,jp_raghuvanshi,Delhi
9429,shivshaktibjp,Delhi
9430,jaychoudhary786,Delhi
9431,drmmjoshi,Delhi
9432,rahulmehtabjp,Delhi
9433,nitin_gadkari,Maharashtra
9434,mpopyadavbjp,Delhi
9436,kpdevilalBjp,Delhi
9437,BJPLaanaHai,Delhi
9438,rs050,Delhi
9439,ShyamMishraBjp1,Delhi
9440,aockmgupta,Delhi
9443,narenderkbjp,Delhi
9444,adnayagam,Delhi
9445,BJYMDelhi,Delhi
9447,RaghuramBJP,Delhi
9448,nagendrakp1952,To Be Added
9449,vedsharma87,Delhi
9451,mukeshrss,Delhi
9452,KawalSDheer,Delhi
9454,IrfanAhmadBJP11,Delhi
9455,VishalNirvikalp,Delhi
9456,VijaySo84032331,Delhi
9458,ManishJangidJNU,Delhi
9459,sunsum85,Delhi
9460,JaideepMaan01,Delhi
9461,udaysingh1,Delhi
9462,Anandlchaudhary,Delhi
9463,balakamarsu,Delhi
9464,Kailashjainbjp,Delhi
9465,ashwanijpsingh,Delhi
9466,iprajpurohit,Delhi
9467,preetivaseer,Delhi
9469,iptvishal,Delhi
9470,VarunjamwalBJP,Delhi
9471,jainseemaa,Delhi
9472,praveenjainbjp,Delhi
9473,BJP_For_India,Delhi
9474,akankshakaurbjp,Delhi
9475,MastVirendraMP,Delhi
9476,RishavTiwary,Delhi
9477,addyroyalsgroup,Delhi
9478,BJYMINDL,Delhi
9480,sksantosh007,Delhi
9481,DeepakPathakDU,Delhi
9482,gunjanguptabjp,Delhi
9483,govindaggbjp,Delhi
9484,santoshtbjp,Delhi
9485,VinodvatsBJP,Delhi
9486,BjymG,Delhi
9487,KunwarSChauhan,Delhi
9488,Deepika1970,Delhi
9489,asumanBJP,Delhi
9491,_Meenusehrawat,Delhi
9492,kenuaggarwal,Delhi
9493,mohitkgoel,Delhi
9494,awadhendra04,Delhi
9495,SachinMathilBJP,Delhi
9496,SanjeevJhaBJP,Delhi
9497,deenanathdinkar,Delhi
9498,isnsingh74,Delhi
9499,PremkantBJP,Delhi
9500,ROOPCHAUDHARY,Delhi
9501,RaghavendraBJP,Andhra Pradesh
9503,JagdishPrasad_1,Delhi
9504,Shastri2Sunil,Delhi
9505,alokgiribjp,Delhi
9506,omramsaket,Delhi
9507,BJP4NEDelhi,Delhi
9508,PoonamJindalBJP,Delhi
9509,RahulYashasvi,Delhi
9510,abhimishrabjp,Delhi
9511,1msMukesh,Delhi
9512,sommandaloffice,Delhi
9514,jitender_kanwar,Delhi
9515,hukumbjp,Delhi
9516,maddy_bisht,Delhi
9517,nyamarkarbak,Delhi
9518,dr_raj_kumar,Delhi
9519,bjppulkitsharma,Delhi
9520,yogenderchando1,Delhi
9521,PawanSharmabjp1,Delhi
9522,sperm2013,Delhi
9523,sandip96120977,Delhi
9525,iamvijendar,Delhi
9526,ShashiYadav3806,Delhi
9527,nitinbhatia75,Delhi
9528,NareshPaliwal_,Delhi
9529,SainDevenderbjp,Delhi
9530,durgeshabvpjnu,Delhi
9531,yogitasinghbjp,Delhi
9532,vagrawa3,Delhi
9533,bjp_jbaggarwal,Delhi
9534,ChouhanSubhash,Delhi
9536,raahulgupta12,To Be Added
9537,NareshPareek19,Delhi
9538,Manish_Parmars,Delhi
9539,sanyuktakeshri3,Delhi
9540,YogeshMalikBJP,Delhi
9541,RashmiMishraBJP,Delhi
9542,ssengarbjp,Delhi
9543,HLUppal,Delhi
9544,Arjun_khajuria_,Delhi
9545,Bjp4Najafgarh,Delhi
9547,M_RaturiBjp,Delhi
9548,Jindal_rajneesh,Delhi
9549,sukhchainjat,Delhi
9550,BolbumChoudhary,Delhi
9551,nandkishoregarg,Delhi
9552,ManojKu41789637,Delhi
9553,jyotirani,Delhi
9554,gauravrss1925,Delhi
9555,shubhendubjp,Delhi
9556,hemantsetia,Delhi
9558,KhatriBjp,Delhi
9559,shantanukalita,Delhi
9560,bjp_sunilyadav,Delhi
9561,BJPsharma1,Delhi
9562,VinodKumarBinni,Delhi
9563,jpnaddabjp,Delhi
9564,bjpramesh1,Delhi
9565,gauaggbjp,Delhi
9566,Raghven88215119,Delhi
9567,pandeygauravBJP,Delhi
9569,Rishabsharmabjp,Delhi
9570,Himanshu_BJP1,Delhi
9572,AnkitSSangwan,Delhi
9573,DixitSatyesh,Delhi
9574,damanmeetsingh,To Be Added
9575,thakurboy579,Delhi
9576,GopalMishraBJP,Delhi
9577,Bharattgautam,Delhi
9578,dushyant_lakra,Delhi
9580,rkdugar04,Delhi
9581,rgoenkabjp,Delhi
9582,MazahirRaza4,Delhi
9583,manuks_tj,Delhi
9584,lamba_shivani,Delhi
9585,mangalamkishan,Delhi
9586,PaylaRajan,Delhi
9587,akashpandey11,Delhi
9588,JKAnnaBJP,Delhi
9589,kunalgaurav23,Delhi
9591,iamhsandhu,Delhi
9592,VoiceOfSuraj,Delhi
9593,tanmairathore,Delhi
9594,omni_rana,Delhi
9595,AbhijeetBJYM,Delhi
9596,ChandrikaThaku5,Delhi
9597,achintya_CHEM,Delhi
9598,Balmukund23,Delhi
9599,SouravRajput21,Delhi
9600,rglarora,Delhi
9602,GauravDangIT14S,Delhi
9603,neerajdixitbjp,Delhi
9604,mschauhandeva,Delhi
9605,dayawati1971,Delhi
9606,ashokyadavshd,Delhi
9607,chadhakiran1,Delhi
9608,KhalidQ100,Delhi
9609,NitinMalikBJP,To Be Added
9610,ArunDrall4,Delhi
9611,vikaschoudhry06,Delhi
9612,DrKamineni_BJP,Andhra Pradesh
9614,mmishrabjp,Delhi
9615,pt_shrikant1,Delhi
9616,dhruv19957062,Delhi
9617,bjym57f,Delhi
9618,anmol00001,Delhi
9619,lalittiwari744,Delhi
9620,isupportBJYM,Delhi
9621,ashokargal,Delhi
9622,BsSushil,Delhi
9623,JITENDER_CH,Delhi
9625,RajeshY87558736,Delhi
9626,BJP4SDelhi,Delhi
9627,RajivKu08534661,Delhi
9628,Ankurbacky,Delhi
9629,DINESHK00700,Delhi
9631,vishalupadhyaay,Delhi
9632,anj9876,Delhi
9633,Kaushal_1925,Delhi
9634,kumar_gauravg,Delhi
9636,raviranjnu,Delhi
9637,Rupesh4BJP,Delhi
9638,Govind_hind,Delhi
9639,DelhiBJYM,Delhi
9640,VivekSharmaCG,Delhi
9641,Lalitbjp,Delhi
9642,PrasharPoonam,Delhi
9643,sumitsinghABVP,Delhi
9644,dushyant_bjom,Delhi
9645,BhaskarChhikara,Delhi
9647,sunnydedha7,Delhi
9648,BhupeshNaryan,Delhi
9649,rahul_bjp04,Delhi
9650,ShaheenSaini,Delhi
9651,428Arun,To Be Added
9652,ksanjayverma,Delhi
9653,arshadalambjp,Delhi
9654,BJPKusum,Delhi
9655,WadheraKriti,Delhi
9656,pankajthakkr,Delhi
9658,anmolkatyalbjp,Delhi
9659,SayyamBJYM,Delhi
9660,sureshksharma07,Delhi
9661,KaranKu31648571,Delhi
9662,SeemaSBaliyan,Delhi
9663,ManishVermaMan3,Delhi
9664,BjpAnilSharma1,Delhi
9665,vijaysehrawat71,Delhi
9666,AnjaliR66272782,Delhi
9667,VinodPanditShud,Delhi
9669,indubhushanbjp,Delhi
9670,Anubhav26s,Delhi
9671,Sachdeva_BJP,Delhi
9672,bharatmadanbjp,Delhi
9673,SkjaiswalAdv,Delhi
9674,AlirazabilalB,Delhi
9675,KrishnaKuRai,Delhi
9676,Subhash06140203,Delhi
9677,Dineshmahtobjp,Delhi
9678,iravichoubey,Delhi
9680,ryadavnew003,Delhi
9681,NishkantParkash,Delhi
9682,GandhiChauk,Delhi
9683,sharmagauravbjp,Delhi
9684,SureshKrBJP,Delhi
9685,Manoj_kr_mishra,Delhi
9686,BalliInderjeet,Delhi
9687,ARORAPARAG,Delhi
9688,ashishthakranx,Delhi
9689,KusumlataRamesh,Delhi
9691,JhaSanjayKrBJP,Delhi
9692,RukharVipin,Delhi
9694,Dishank_09,Delhi
9695,Amitkum05161523,Delhi
9696,KandwalVipul,Delhi
9697,akashg74,Delhi
9698,Ptamitshukla,Delhi
9699,VijenderJnu,Delhi
9700,isharmapiyush,Delhi
9702,mukesshhk,To Be Added
9703,AshokviharD,Delhi
9704,gunjanbjp,Delhi
9705,ManojRa83957884,Delhi
9706,opsoni,Delhi
9708,RohitSh29151157,Delhi
9709,pranavdelhibjp,Delhi
9710,umesh4nation,Delhi
9711,mehlawat_sagar4,Delhi
9713,JayaramPangi,Delhi
9714,AbhyudaySingh_,Delhi
9715,deependrakdixit,To Be Added
9716,kushalkarnwall,Delhi
9717,VijayKashyap112,Delhi
9718,st9818755202,Delhi
9719,HemantChandela1,Delhi
9720,TheSanjayGoyal,Delhi
9721,Bharatvarsh91,Delhi
9722,manvendra_jnu,Delhi
9723,vasamurthy,Andhra Pradesh
9725,Guruamit7,Delhi
9726,NK_KHATUWAL,Delhi
9727,shivambhardwaji,Delhi
9728,PrameshRastogi,Delhi
9729,anilgoelbjp,Delhi
9730,RavinderDeswa15,Delhi
9731,FarzanaKhanBjp,Delhi
9732,OmkarYadavBJP4,Delhi
9733,sureshmaanbjp,Delhi
9734,SanjayJona,Delhi
9736,madhavprasadbjp,Delhi
9737,amitraj80655848,Delhi
9738,dr_vsr,Delhi
9739,Kavita07051969,Delhi
9740,imbalbhadra,Delhi
9741,Jugul_Kishore,Delhi
9742,MUKESHNARWAL8,Delhi
9743,charanjeevm,Delhi
9744,sandeep40b,Delhi
9745,gauravlodhi11,Delhi
9747,bjp_shashankt,Delhi
9748,virbjp,Delhi
9749,amitchaudhary19,Delhi
9750,pandeygn82,Delhi
9751,ManishY76003635,Delhi
9752,bjpsatishup,Delhi
9753,avneeshgarg21,Delhi
9754,AbhayDw87296885,Delhi
9755,AnjuJainBJP_,Delhi
9756,gajainder,Delhi
9758,DhuparBharat,Delhi
9759,AnitaGuptaBjp,Delhi
9760,Saurabhkrishn18,Delhi
9761,Raajdelhibjp,Delhi
9762,bjpankitmishra,Delhi
9763,AnuragS19993136,Delhi
9764,YuvaBJPav,Delhi
9765,atulguptabjp,Delhi
9766,billlothagmail1,Delhi
9767,bjp4shakarpur,Delhi
9769,ITKISANMORCHA,Delhi
9770,7fd4ca1103f149b,Delhi
9771,parthsharma562,Delhi
9772,PankajS49231700,Delhi
9773,shivpratasingh1,Delhi
9775,alokranjanbjp,Delhi
9776,varun_nb,Delhi
9777,BJP4CChowk,Delhi
9778,bjpshastrinagar,Delhi
9780,ksanju2000,Delhi
9781,rakeshbjpsm,Delhi
9782,LBjp1982,Delhi
9783,bharatkhatanadu,Delhi
9784,kanha_bjp,Delhi
9785,SarveshBaliyan,Delhi
9786,Naresh16492308,Delhi
9787,AvanaMahesh,Delhi
9788,DrRameshBJP,Delhi
9789,Akanksh18879729,Delhi
9791,FareediRaza,Delhi
9792,rajesh_raje_,Delhi
9793,ankursahay,Delhi
9794,8055Puneet,Delhi
9795,neerajbjym,Delhi
9796,anilkum58508200,Delhi
9797,drrajnisarin,Delhi
9798,OmprakashGugar6,Delhi
9799,TulsiDasGupta11,Delhi
9800,rohitsah2996,Delhi
9802,AmbarishRai1,Delhi
9803,VedPark72348235,Delhi
9804,bjpdoctorcellns,Delhi
9805,OuterDelhiBJP,Delhi
9806,AmodKum36213708,Delhi
9807,SATYAPAL__MALIK,Delhi
9808,ITCellBJPSOUTHD,Delhi
9809,AmitChaudhrybjp,Delhi
9810,AkmishraBjp,Delhi
9811,SaurabhJNU,Delhi
9813,manojsaxena2016,Delhi
9814,RaoashishBjp,Delhi
9815,HariNandanTiwa2,Delhi
9816,KrishanManiTiw1,Delhi
9817,anujsharmabjp,Delhi
9818,Bjp4Shahdara,Delhi
9819,sohal_muskan,Delhi
9820,MangeshShubha,Delhi
9821,NareshDixit16,Delhi
9822,nandan_mahalwal,Delhi
9824,akashsadhsadh,Delhi
9825,RamBiha70960407,Delhi
9826,Rajkuma94672865,Delhi
9827,chaudharyyash52,Delhi
9828,shri_gagan,Delhi
9829,gauba_anjana,Delhi
9830,PappuSh53013850,Delhi
9831,BJPSupporters41,Delhi
9832,RadhaMohanTiw18,Delhi
9834,ahanand76,To Be Added
9836,pramodbjp,Delhi
9837,Mohit92994670,Delhi
9838,PratyushKanth,Delhi
9845,VijayGoelOffice,To Be Added
9890,ChownaMeinBJP,Arunachal Pradesh
9923,TaiTagak,Arunachal Pradesh
9934,ArunachalABVP,Arunachal Pradesh
9945,RNagothu,Andhra Pradesh
9946,HiniumTachu7,Arunachal Pradesh
9957,JoramTat4,Arunachal Pradesh
9968,techi_necha,Arunachal Pradesh
9979,perme_mida,Arunachal Pradesh
9990,BabuKipa,Arunachal Pradesh
9998,Ashokrohanibjp,To Be Added
10001,TagaTamiyo,Arunachal Pradesh
10003,MPLadakh,Ladakh
10012,BagangKarya,Arunachal Pradesh
10023,TPhassang,Arunachal Pradesh
10034,TamiyoTaga,Arunachal Pradesh
10056,VishalJolly11,Andaman and Nicobar Islands
10057,BjpSureshreddy,Andhra Pradesh
10099,adeshguptabjp,To Be Added
10164,Lakhabhai_MLA,To Be Added
10168,venkuchalla,Andhra Pradesh
10232,Dev_Fadnavis,Maharashtra
10279,absrajan,Andhra Pradesh
10390,Seshu_Abvp,To Be Added
10402,sarbanandsonwal,Assam
10413,himantabiswa,Assam
10417,BJP4Lakshadweep,Lakshadweep
10424,jayanta_malla,Assam
10435,BJP4Assam,Assam
10446,SBhttachrya,Assam
10457,drrajdeeproy,Assam
10468,Pijush_hazarika,Assam
10479,TheAshokSinghal,Assam
10490,SankarB78420183,Assam
10501,nagendr95485074,Andhra Pradesh
10502,cmpatowary,Assam
10513,goutamprasad92,Assam
10524,RanjeetkrDass,Assam
10535,pallablochandas,Assam
10546,BhaskarGogoi,Assam
10557,bharatdwajbarua,Assam
10568,ramendeka16,Assam
10579,Sidharthasd,Assam
10584,nityanandoffice,To Be Added
10590,pramodsworld1,Assam
10601,kishorenath228,Assam
10612,mallela23,Andhra Pradesh
10613,manabdeka,Assam
10620,shripadynaik,Goa
10622,BJP4Goa,Goa
10623,NSawaikar,Goa
10624,parimalsukla,Assam
10635,DilipSaikia4Bjp,Assam
10642,Nitikasharmabjp,Goa
10644,ABVPGoa,Goa
10646,padma_hazarika,Assam
10647,TendulkarBJP,Goa
10648,rajendraarlekar,Goa
10653,Parrikar4Modi,Goa
10654,dattaprasad_9,Goa
10657,RupamGoswami9,Assam
10660,DamuNaik,Goa
10668,tarangagogoi,Assam
10671,TheSalgaonkar,Goa
10673,INC_Goa,Goa
10674,DsilvaVivek,Goa
10676,kanaram9,Goa
10677,MahaleSankalp,Goa
10678,beenanaik123,Goa
10679,Nihar_Sarma,Assam
10680,hruday23,Goa
10681,simran_prabhu,Goa
10683,sripad3,Goa
10690,kalitaabhijit68,Assam
10692,AmitShah,Gujarat
10693,vijayrupanibjp,Gujarat
10694,AmitShahOffice,Gujarat
10695,BJP4Gujarat,Gujarat
10698,Nitinbhai_Patel,Gujarat
10699,ChaudhryShankar,Gujarat
10700,jitu_vaghani,Gujarat
10701,SadhnaPandey18,Assam
10702,DrRutvij,Gujarat
10703,sanghaviharsh,Gujarat
10705,pradipsinhbjp,Gujarat
10706,iPankajShukla,Gujarat
10708,AmitThakerBJP,Gujarat
10709,IKJadejaBJP,Gujarat
10710,mansukhmandviya,Gujarat
10711,PoonambenMaadam,Gujarat
10712,kk_saikia,Assam
10715,amritabhinder,To Be Added
10716,Sanjay_Vis,Gujarat
10717,CRPaatil,Gujarat
10718,bhikhubhaidbjp,Gujarat
10719,BJP4AmdavadCity,Gujarat
10721,DarshanaJardosh,Gujarat
10723,dvreddybjp,Andhra Pradesh
10725,ramanlalvora,Gujarat
10726,VarshabenDoshi,Gujarat
10727,mkaswala,Gujarat
10728,VinodChavdaBJP,Gujarat
10729,Pankajbhaidesai,Gujarat
10731,PiyushPatelBJP,Gujarat
10735,KishoreBJP,Assam
10736,bjym_gujarat,Gujarat
10737,drkiritpsolanki,Gujarat
10738,dangarbharat,Gujarat
10739,zankhanabenbjp,Gujarat
10740,paritosh2608,Gujarat
10743,TheNileshDesai,To Be Added
10744,mpvadodara,Gujarat
10748,devusinh,Gujarat
10749,bhavikpatelbjp,Gujarat
10751,jsbhabhor,Gujarat
10752,Jkpatelgujarat,Gujarat
10753,SBJadejaBJP,Gujarat
10755,Jaydrathsinhji,Gujarat
10756,MananDaniBJP,Gujarat
10757,Supriyo74767539,Assam
10759,HiteshBarotBJP,Gujarat
10762,DarshakThakar,Gujarat
10763,IshwarParmarMLA,Gujarat
10764,bjpdilippatel,Gujarat
10767,MSufiSaint,Gujarat
10768,GHOSHMONOJ,Assam
10769,bk_chudasama,Gujarat
10770,rajeshchudasma,Gujarat
10773,ikumarkanani,Gujarat
10774,TheYadavPrince,Gujarat
10775,Shabdsharanbjp,Gujarat
10776,Hiteshchaudhari,Gujarat
10777,RAMESHBHAIMLA,Gujarat
10778,jaysinhbjp1,Gujarat
10779,chirobrotochak,Assam
10780,socialmedia4bjp,Gujarat
10781,AkramShahBJP,Gujarat
10782,kavanmehta,Gujarat
10783,kcpatelbjp,Gujarat
10785,jkavadiya,Gujarat
10787,HetavPatelBJP,Gujarat
10788,Dhaval_BJP,Gujarat
10790,mrigankabjp,Assam
10791,mukeshpatelmla,Gujarat
10792,Pankajmpanchal,Gujarat
10795,JigarBDesaiBjp,Gujarat
10796,BJPITCELLNadiad,Gujarat
10797,piyushfofandi,Gujarat
10798,rakeshshahMLA,Gujarat
10799,arjun_vadher,Gujarat
10800,KanubhaiDabhi,Gujarat
10801,ShiladityaDev,Assam
10804,jigar_inamdar,Gujarat
10805,igautamshah,Gujarat
10806,naresh_nimbau,Gujarat
10807,ABVPGujarat,Gujarat
10809,iManishPatelBJP,Gujarat
10810,pvssarma,Gujarat
10812,BJP4EastKA,Assam
10813,unadkat_vrajesh,Gujarat
10814,purneshmodi,Gujarat
10816,kmlshdbh,Gujarat
10817,zubinashara,To Be Added
10818,ParagBarot1,Gujarat
10819,rajnipatel_mla,Gujarat
10822,HITESH_BJYM,Gujarat
10823,Bhabesh_KalitaR,Assam
10824,DhartiMajithiya,Gujarat
10825,vananinanubhai,Gujarat
10826,samirbjp,Gujarat
10828,DrKathiria,Gujarat
10830,Nimaben_BJP,Gujarat
10834,parthabjym,Andhra Pradesh
10835,UttamKu73639199,Assam
10836,bbbokhiria,Gujarat
10837,varun_thacker,Gujarat
10838,prabhunvasava,Gujarat
10839,AkshyChdry,Gujarat
10840,DhavalDaveBJP,Gujarat
10841,LiladharVaghela,Gujarat
10842,RahulMotaBJP,Gujarat
10844,inandlalpatel,Gujarat
10845,iRaviDesai,Gujarat
10846,BorahNiki,Assam
10847,KishorKhatau,Gujarat
10848,rajkotmla,Gujarat
10849,DarshiniBJP,Gujarat
10850,manishkapadiya,Gujarat
10851,Kiritsinhbjp,Gujarat
10853,jayesh4bjp,Gujarat
10854,dj_0403,Gujarat
10855,Randhirsinhbjp,Gujarat
10856,VasanbhaiGAhir,Gujarat
10857,barman_anup,Assam
10858,anantmjain104,Gujarat
10860,nirmla_wadhwani,Gujarat
10861,pravinmalibjp,Gujarat
10862,jethabhaiahir,Gujarat
10863,DrLokhandwala,Gujarat
10864,akashgehlot1993,Gujarat
10865,trajendrabjp,Gujarat
10866,Balwantsinh99,Gujarat
10868,nilmonideb73,Assam
10869,hardik_dodia,Gujarat
10870,shaktisinhbjp,Gujarat
10871,anandshah012,Gujarat
10874,iabhishekpandya,Gujarat
10875,KishorC05287226,Gujarat
10876,Hitendrasinhbjp,Gujarat
10877,jahanvi_vyasbjp,Gujarat
10878,sanampatel3,Gujarat
10879,nilamoni_kakati,Assam
10880,ArikGandhi,Gujarat
10881,gpzadafia,Gujarat
10882,ketanshah76,Gujarat
10883,PatelParbatbhai,Gujarat
10884,sunilozabjp,Gujarat
10885,yunustalat,Gujarat
10886,jsjaspal05,Gujarat
10887,NiranjanZazmera,Gujarat
10889,ransinghBJP,Gujarat
10890,connect2karanji,Assam
10891,JasabhaiBarad1,Gujarat
10892,navdeepdodia,Gujarat
10893,Ishan_Rao,Gujarat
10894,hasmitagor1974,Gujarat
10897,cppatel35,Gujarat
10899,MansukhlalBJP,Gujarat
10900,iJaydipRathod,Gujarat
10901,Arisonu2,Assam
10902,DaveAniruddh,Gujarat
10903,Rushikeshmla,Gujarat
10905,ArvindRayka,Gujarat
10909,DaxeshMavani,Gujarat
10910,cid5757,Gujarat
10911,niravmandlewala,Gujarat
10912,aparajitabhuyan,Assam
10916,pauravhpatel,Gujarat
10917,MKundariya,Gujarat
10918,iDilipsoni,Gujarat
10919,VrushantM,Gujarat
10920,kalikundnajohn,Gujarat
10921,MandaviyaChirag,Gujarat
10922,PAMehtaBjp,Gujarat
10923,birjyoti,Assam
10924,balu_shukla,Gujarat
10925,SanketParmar38,Gujarat
10926,Ashwinzala,Gujarat
10927,satishmaisuriya,Gujarat
10928,NeelNeelrao48,Gujarat
10929,ChetanB74190785,Gujarat
10930,Darshansinh222,Gujarat
10931,bharatsinh58,Gujarat
10932,OfficeOf_JV,Gujarat
10934,ramprasadsarmah,Assam
10935,jainil2988,Gujarat
10936,iManishBJP,Gujarat
10937,dilipkumar_bjp,Gujarat
10938,pavanchaudhary9,Gujarat
10939,iMahendradesai,Gujarat
10940,AjayVishnoiBJP,Gujarat
10941,bhagataniakshay,Gujarat
10943,KarshanBjp,Gujarat
10944,ShaktijadejaBJP,Gujarat
